A  ˈa
EMPACHADA  ˌempatʃˈaða
EMPACHADAS  ˌempatʃˈaðas
EMPACHADO  ˌempatʃˈaðo
EMPACHADOS  ˌempatʃˈaðos
EMPACHAR  ˌempatʃˈaɾ
EMPACHO  empˈatʃo
EMPADRONADA  ˌempaðɾonˈaða
EMPADRONADAS  ˌempaðɾonˈaðas
EMPADRONADO  ˌempaðɾonˈaðo
EMPADRONADOS  ˌempaðɾonˈaðos
EMPADRONAMIENTO  ˌempaðɾˌonamjˈeŋto
EMPADRONAR  ˌempaðɾonˈaɾ
EMPALADA  ˌempalˈaða
EMPALADAS  ˌempalˈaðas
EMPALADO  ˌempalˈaðo
EMPALADOS  ˌempalˈaðos
EMPALAGA  ˌempalˈaɣa
EMPALAGADA  ˌempalaɣˈaða
EMPALAGADAS  ˌempalaɣˈaðas
EMPALAGADO  ˌempalaɣˈaðo
EMPALAGADOS  ˌempalaɣˈaðos
EMPALAGAR  ˌempalaɣˈaɾ
EMPALAMIENTO  ˌempalamjˈeŋto
EMPALAR  ˌempalˈaɾ
EMPALIDECE  ˌempaliðˈese
EMPALIDECEMOS  ˌempalˌiðesˈemos
EMPALIDECER  ˌempalˌiðesˈeɾ
EMPALIDECES  ˌempaliðˈeses
EMPALIDECIDA  ˌempalˌiðesˈiða
EMPALIDECIDAS  ˌempalˌiðesˈiðas
EMPALIDECIDO  ˌempalˌiðesˈiðo
EMPALIDECIDOS  ˌempalˌiðesˈiðos
EMPALIZADA  ˌempalisˈaða
EMPALIZADAS  ˌempalisˈaðas
EMPALIZADO  ˌempalisˈaðo
EMPALIZADOS  ˌempalisˈaðos
EMPALMADA  ˌempalmˈaða
EMPALMADAS  ˌempalmˈaðas
EMPALMADO  ˌempalmˈaðo
EMPALMADOS  ˌempalmˈaðos
EMPALMAR  ˌempalmˈaɾ
EMPANADA  ˌempanˈaða
EMPANADAS  ˌempanˈaðas
EMPANADITA  ˌempanaðˈita
EMPANADO  ˌempanˈaðo
EMPANADOS  ˌempanˈaðos
EMPANAR  ˌempanˈaɾ
EMPANIZAR  ˌempanisˈaɾ
EMPANTALONADO  ˌempaŋtˌalonˈaðo
EMPANTANADA  ˌempaŋtanˈaða
EMPANTANADAS  ˌempaŋtanˈaðas
EMPANTANADO  ˌempaŋtanˈaðo
EMPANTANADOS  ˌempaŋtanˈaðos
EMPANTANAMIENTO  ˌempaŋtˌanamjˈeŋto
EMPANTANAR  ˌempaŋtanˈaɾ
EMPAPADA  ˌempapˈaða
EMPAPADAS  ˌempapˈaðas
EMPAPADO  ˌempapˈaðo
EMPAPADOS  ˌempapˈaðos
EMPAPAR  ˌempapˈaɾ
EMPAPELADA  ˌempapelˈaða
EMPAPELADAS  ˌempapelˈaðas
EMPAPELADO  ˌempapelˈaðo
EMPAPELADOS  ˌempapelˈaðos
EMPAPELAR  ˌempapelˈaɾ
EMPAQUE  empˈake
EMPAQUETADA  ˌempaketˈaða
EMPAQUETADAS  ˌempaketˈaðas
EMPAQUETADO  ˌempaketˈaðo
EMPAQUETADOR  ˌempakˌetaðˈoɾ
EMPAQUETADOS  ˌempaketˈaðos
EMPAQUETADURA  ˌempakˌetaðˈuɾa
EMPAQUETAMIENTO  ˌempakˌetamjˈeŋto
EMPAQUETAR  ˌempaketˈaɾ
EMPARCHAR  ˌempaɾtʃˈaɾ
EMPAREDADA  ˌempaɾeðˈaða
EMPAREDADAS  ˌempaɾeðˈaðas
EMPAREDADO  ˌempaɾeðˈaðo
EMPAREDADOS  ˌempaɾeðˈaðos
EMPAREJADA  ˌempaɾexˈaða
EMPAREJADAS  ˌempaɾexˈaðas
EMPAREJADO  ˌempaɾexˈaðo
EMPAREJADOS  ˌempaɾexˈaðos
EMPAREJAMIENTO  ˌempaɾˌexamjˈeŋto
EMPARENTADA  ˌempaɾeŋtˈaða
EMPARENTADAS  ˌempaɾeŋtˈaðas
EMPARENTADO  ˌempaɾeŋtˈaðo
EMPARENTADOS  ˌempaɾeŋtˈaðos
EMPARENTAR  ˌempaɾeŋtˈaɾ
EMPASTADA  ˌempastˈaða
EMPASTADAS  ˌempastˈaðas
EMPASTADO  ˌempastˈaðo
EMPASTADOS  ˌempastˈaðos
EMPASTAR  ˌempastˈaɾ
EMPATADA  ˌempatˈaða
EMPATADAS  ˌempatˈaðas
EMPATADO  ˌempatˈaðo
EMPATADOS  ˌempatˈaðos
EMPATAR  ˌempatˈaɾ
EMPATARON  ˌempatˈaɾon
EMPATE  empˈate
EMPATES  empˈates
EMPATIZADA  ˌempatisˈaða
EMPATIZADAS  ˌempatisˈaðas
EMPATIZADO  ˌempatisˈaðo
EMPATIZADOR  ˌempatˌisaðˈoɾ
EMPATIZADOS  ˌempatisˈaðos
EMPATIZAR  ˌempatisˈaɾ
EMPATÍA  ˌempatˈia
EMPATÓ  ˌempatˈo
EMPAVESAR  ˌempaβesˈaɾ
EMPAVORECER  ˌempaβˌoɾesˈeɾ
EMPAÑADA  ˌempaɲˈaða
EMPAÑADAS  ˌempaɲˈaðas
EMPAÑADO  ˌempaɲˈaðo
EMPAÑADOS  ˌempaɲˈaðos
EMPAÑAR  ˌempaɲˈaɾ
EMPECE  empˈese
EMPECEMOS  ˌempesˈemos
EMPECER  ˌempesˈeɾ
EMPECINADA  ˌempesinˈaða
EMPECINADAS  ˌempesinˈaðas
EMPECINADO  ˌempesinˈaðo
EMPECINADOS  ˌempesinˈaðos
EMPECINAR  ˌempesinˈaɾ
EMPECÉ  ˌempesˈe
EMPEDERNIDA  ˌempeðeɾnˈiða
EMPEDERNIDAS  ˌempeðeɾnˈiðas
EMPEDERNIDO  ˌempeðeɾnˈiðo
EMPEDERNIDOS  ˌempeðeɾnˈiðos
EMPEDERNIR  ˌempeðeɾnˈiɾ
EMPEDRADA  ˌempeðɾˈaða
EMPEDRADAS  ˌempeðɾˈaðas
EMPEDRADO  ˌempeðɾˈaðo
EMPEDRADOS  ˌempeðɾˈaðos
EMPEDRAR  ˌempeðɾˈaɾ
EMPEINE  empˈeɪne
EMPELAR  ˌempelˈaɾ
EMPELLONES  ˌempeʝˈones
EMPENACHADA  ˌempenatʃˈaða
EMPENACHADAS  ˌempenatʃˈaðas
EMPENACHADO  ˌempenatʃˈaðo
EMPENACHADOS  ˌempenatʃˈaðos
EMPENACHAR  ˌempenatʃˈaɾ
EMPEORA  ˌempeˈoɾa
EMPEORADA  ˌempeoɾˈaða
EMPEORADAS  ˌempeoɾˈaðas
EMPEORADO  ˌempeoɾˈaðo
EMPEORADOS  ˌempeoɾˈaðos
EMPEORAR  ˌempeoɾˈaɾ
EMPEORE  ˌempeˈoɾe
EMPEQUEÑECER  ˌempekˌeɲesˈeɾ
EMPEQUEÑECIDA  ˌempekˌeɲesˈiða
EMPEQUEÑECIDAS  ˌempekˌeɲesˈiðas
EMPEQUEÑECIDO  ˌempekˌeɲesˈiðo
EMPEQUEÑECIDOS  ˌempekˌeɲesˈiðos
EMPEQUEÑECIMIENTO  ˌempekˌeɲesimjˈeŋto
EMPEQUEÑEZCAS  ˌempekeɲˈeskas
EMPERADOR  ˌempeɾaðˈoɾ
EMPERADORES  ˌempeɾaðˈoɾes
EMPERATRIZ  ˌempeɾatɾˈis
EMPEREJILADA  ˌempeɾˌexilˈaða
EMPEREJILADAS  ˌempeɾˌexilˈaðas
EMPEREJILADO  ˌempeɾˌexilˈaðo
EMPEREJILADOS  ˌempeɾˌexilˈaðos
EMPEREJILAR  ˌempeɾˌexilˈaɾ
EMPERIFOLLADAS  ˌempeɾˌifoʝˈaðas
EMPERO  empˈeɾo
EMPERRADA  ˌemperˈaða
EMPERRADAS  ˌemperˈaðas
EMPERRADO  ˌemperˈaðo
EMPERRADOS  ˌemperˈaðos
EMPERRAR  ˌemperˈaɾ
EMPERRARSE  ˌemperˈaɾse
EMPERRÁ  ˌemperˈa
EMPEZABA  ˌempesˈaβa
EMPEZADA  ˌempesˈaða
EMPEZADAS  ˌempesˈaðas
EMPEZADO  ˌempesˈaðo
EMPEZADOS  ˌempesˈaðos
EMPEZAMOS  ˌempesˈamos
EMPEZANDO  ˌempesˈando
EMPEZAR  ˌempesˈaɾ
EMPEZARON  ˌempesˈaɾon
EMPEZARÁ  ˌempesaɾˈa
EMPEZARÁN  ˌempesaɾˈan
EMPEZÓ  ˌempesˈo
EMPEÑADA  ˌempeɲˈaða
EMPEÑADAS  ˌempeɲˈaðas
EMPEÑADO  ˌempeɲˈaðo
EMPEÑADOS  ˌempeɲˈaðos
EMPEÑAR  ˌempeɲˈaɾ
EMPEÑES  empˈeɲes
EMPEÑO  empˈeɲo
EMPEÑOSA  ˌempeɲˈosa
EMPEÑOSAS  ˌempeɲˈosas
EMPEÑOSO  ˌempeɲˈoso
EMPEÑOSOS  ˌempeɲˈosos
EMPIECE  empjˈese
EMPIECEN  empjˈesen
EMPIECES  empjˈeses
EMPIEMA  empjˈema
EMPIEZA  empjˈesa
EMPIEZAN  empjˈesan
EMPIEZAS  empjˈesas
EMPIEZO  empjˈeso
EMPILTRANDO  ˌempiltɾˈando
EMPILTRARSE  ˌempiltɾˈaɾse
EMPINA  empˈina
EMPINADA  ˌempinˈaða
EMPINADAS  ˌempinˈaðas
EMPINADO  ˌempinˈaðo
EMPINADOS  ˌempinˈaðos
EMPINAMOS  ˌempinˈamos
EMPINANDO  ˌempinˈando
EMPINAR  ˌempinˈaɾ
EMPINARA  ˌempinˈaɾa
EMPINARAS  ˌempinˈaɾas
EMPINAREIS  ˌempinˈaɾeɪs
EMPINAREMOS  ˌempinaɾˈemos
EMPINARES  ˌempinˈaɾes
EMPINARÁ  ˌempinaɾˈa
EMPINARÁS  ˌempinaɾˈas
EMPINARÉIS  ˌempinaɾˈeɪs
EMPINARÍAMOS  ˌempinaɾˈiamos
EMPINAS  empˈinas
EMPINASTE  ˌempinˈaste
EMPINE  empˈine
EMPINEMOS  ˌempinˈemos
EMPINES  empˈines
EMPINGOROTAR  ˌempiŋɡˌoɾotˈaɾ
EMPINO  empˈino
EMPINÁRAMOS  ˌempinˈaɾamos
EMPIRE  empˈiɾe
EMPIRISMO  ˌempiɾˈismo
EMPITONAR  ˌempitonˈaɾ
EMPLATADO  ˌemplatˈaðo
EMPLATAR  ˌemplatˈaɾ
EMPLAZA  emplˈasa
EMPLAZADA  ˌemplasˈaða
EMPLAZADAS  ˌemplasˈaðas
EMPLAZADO  ˌemplasˈaðo
EMPLAZADOS  ˌemplasˈaðos
EMPLAZAR  ˌemplasˈaɾ
EMPLEA  emplˈea
EMPLEABA  ˌempleˈaβa
EMPLEABILIDAD  ˌempleˌaβiliðˈad
EMPLEABLE  ˌempleˈaβle
EMPLEADA  ˌempleˈaða
EMPLEADAS  ˌempleˈaðas
EMPLEADO  ˌempleˈaðo
EMPLEADOR  ˌempleaðˈoɾ
EMPLEADORES  ˌempleaðˈoɾes
EMPLEADOS  ˌempleˈaðos
EMPLEAN  emplˈean
EMPLEANDO  ˌempleˈando
EMPLEAR  ˌempleˈaɾ
EMPLEARON  ˌempleˈaɾon
EMPLEARSE  ˌempleˈaɾse
EMPLEARÁN  ˌempleaɾˈan
EMPLEAS  emplˈeas
EMPLEO  emplˈeo
EMPLEOS  emplˈeos
EMPLEÓ  ˌempleˈo
EMPOBRECE  ˌempoβɾˈese
EMPOBRECEDOR  ˌempoβɾˌeseðˈoɾ
EMPOBRECER  ˌempoβɾesˈeɾ
EMPOBRECIDA  ˌempoβɾesˈiða
EMPOBRECIDAS  ˌempoβɾesˈiðas
EMPOBRECIDO  ˌempoβɾesˈiðo
EMPOBRECIDOS  ˌempoβɾesˈiðos
EMPOBRECIMIENTO  ˌempoβɾˌesimjˈeŋto
EMPODERADA  ˌempoðeɾˈaða
EMPODERADAS  ˌempoðeɾˈaðas
EMPODERADO  ˌempoðeɾˈaðo
EMPODERADOS  ˌempoðeɾˈaðos
EMPODERAMIENTO  ˌempoðˌeɾamjˈeŋto
EMPODERANTE  ˌempoðeɾˈaŋte
EMPODERAR  ˌempoðeɾˈaɾ
EMPODRECIDA  ˌempoðɾesˈiða
EMPODRECIDAS  ˌempoðɾesˈiðas
EMPODRECIDO  ˌempoðɾesˈiðo
EMPODRECIDOS  ˌempoðɾesˈiðos
EMPOLVADA  ˌempolβˈaða
EMPOLVADAS  ˌempolβˈaðas
EMPOLVADO  ˌempolβˈaðo
EMPOLVADOS  ˌempolβˈaðos
EMPONZOÑADA  ˌempoŋsoɲˈaða
EMPONZOÑADAS  ˌempoŋsoɲˈaðas
EMPONZOÑADO  ˌempoŋsoɲˈaðo
EMPONZOÑADOS  ˌempoŋsoɲˈaðos
EMPONZOÑAMIENTO  ˌempoŋsˌoɲamjˈeŋto
EMPONZOÑAR  ˌempoŋsoɲˈaɾ
EMPORIKI  ˌempoɾˈiki
EMPORIO  empˈoɾjo
EMPOTRABLE  ˌempotɾˈaβle
EMPOTRADA  ˌempotɾˈaða
EMPOTRADAS  ˌempotɾˈaðas
EMPOTRADO  ˌempotɾˈaðo
EMPOTRADOS  ˌempotɾˈaðos
EMPOTRAMIENTO  ˌempotɾamjˈeŋto
EMPOTRAR  ˌempotɾˈaɾ
EMPOZAR  ˌemposˈaɾ
EMPRENDAN  empɾˈendan
EMPRENDEDOR  ˌempɾendeðˈoɾ
EMPRENDEDORA  ˌempɾendeðˈoɾa
EMPRENDEDORAS  ˌempɾendeðˈoɾas
EMPRENDEDORES  ˌempɾendeðˈoɾes
EMPRENDEDORISMO  ˌempɾendˌeðoɾˈismo
EMPRENDEN  empɾˈenden
EMPRENDER  ˌempɾendˈeɾ
EMPRENDERÁ  ˌempɾendeɾˈa
EMPRENDIDA  ˌempɾendˈiða
EMPRENDIDAS  ˌempɾendˈiðas
EMPRENDIDO  ˌempɾendˈiðo
EMPRENDIDOS  ˌempɾendˈiðos
EMPRENDIERA  ˌempɾendjˈeɾa
EMPRENDIERON  ˌempɾendjˈeɾon
EMPRENDIMIENTOS  ˌempɾendimjˈeŋtos
EMPRENDIÓ  ˌempɾendjˈo
EMPRENTA  empɾˈeŋta
EMPRESA  empɾˈesa
EMPRESARIA  ˌempɾesˈaɾja
EMPRESARIAL  ˌempɾesaɾjˈal
EMPRESARIALES  ˌempɾesaɾjˈales
EMPRESARIO  ˌempɾesˈaɾjo
EMPRESARIOS  ˌempɾesˈaɾjos
EMPRESAS  empɾˈesas
EMPRESTADA  ˌempɾestˈaða
EMPRESTADAS  ˌempɾestˈaðas
EMPRESTADO  ˌempɾestˈaðo
EMPRESTADOS  ˌempɾestˈaðos
EMPRESTAR  ˌempɾestˈaɾ
EMPREÑACIONES  ˌempɾeɲasjˈones
EMPREÑACIÓN  ˌempɾeɲasjˈon
EMPREÑADOR  ˌempɾeɲaðˈoɾ
EMPREÑAR  ˌempɾeɲˈaɾ
EMPRICINE  ˌempɾisˈine
EMPROBLEMADA  ˌempɾoβlemˈaða
EMPROBLEMADAS  ˌempɾoβlemˈaðas
EMPROBLEMADO  ˌempɾoβlemˈaðo
EMPROBLEMADOS  ˌempɾoβlemˈaðos
EMPROBLEMAR  ˌempɾoβlemˈaɾ
EMPRÉSTITO  empɾˈestito
EMPUJA  empˈuxa
EMPUJADA  ˌempuxˈaða
EMPUJADAS  ˌempuxˈaðas
EMPUJADO  ˌempuxˈaðo
EMPUJADOS  ˌempuxˈaðos
EMPUJAN  empˈuxan
EMPUJAR  ˌempuxˈaɾ
EMPUJE  empˈuxe
EMPUJO  empˈuxo
EMPUJÓ  ˌempuxˈo
EMPUJÓN  ˌempuxˈon
EMPUTAR  ˌemputˈaɾ
EMPUTARSE  ˌemputˈaɾse
EMPUTECER  ˌemputesˈeɾ
EMPUTÁ  ˌemputˈa
EMPUÑADA  ˌempuɲˈaða
EMPUÑADAS  ˌempuɲˈaðas
EMPUÑADO  ˌempuɲˈaðo
EMPUÑADOS  ˌempuɲˈaðos
EMPUÑADURA  ˌempuɲaðˈuɾa
EMPUÑAR  ˌempuɲˈaɾ
EMPÁTICO  empˈatiko
EMPÍREO  empˈiɾeo
EMPÍRICA  empˈiɾika
EMPÍRICAS  empˈiɾikas
EMPÍRICO  empˈiɾiko
EMTRICITABINA  ˌemtɾisˌitaβˈina
EMULA  emˈula
EMULADA  ˌemulˈaða
EMULADAS  ˌemulˈaðas
EMULADO  ˌemulˈaðo
EMULADOR  ˌemulaðˈoɾ
EMULADORA  ˌemulaðˈoɾa
EMULADOS  ˌemulˈaðos
EMULAMOS  ˌemulˈamos
EMULANDO  ˌemulˈando
EMULAR  ˌemulˈaɾ
EMULARA  ˌemulˈaɾa
EMULARAS  ˌemulˈaɾas
EMULAREIS  ˌemulˈaɾeɪs
EMULAREMOS  ˌemulaɾˈemos
EMULARES  ˌemulˈaɾes
EMULARÁ  ˌemulaɾˈa
EMULARÁS  ˌemulaɾˈas
EMULARÉIS  ˌemulaɾˈeɪs
EMULARÍAMOS  ˌemulaɾˈiamos
EMULARÍAS  ˌemulaɾˈias
EMULAS  emˈulas
EMULASTE  ˌemulˈaste
EMULE  emˈule
EMULEMOS  ˌemulˈemos
EMULES  emˈules
EMULGER  ˌemulxˈeɾ
EMULO  emˈulo
EMULSIFICANTE  ˌemulsˌifikˈaŋte
EMULSIONADA  ˌemulsjonˈaða
EMULSIONADAS  ˌemulsjonˈaðas
EMULSIONADO  ˌemulsjonˈaðo
EMULSIONADOS  ˌemulsjonˈaðos
EMULSIONANTE  ˌemulsjonˈaŋte
EMULSIONAR  ˌemulsjonˈaɾ
EMULSIÓN  ˌemulsjˈon
EMULÁIS  ˌemulˈaɪs
EMULÁRAMOS  ˌemulˈaɾamos
EMULÉIS  ˌemulˈeɪs
EMUNGENTE  ˌemuŋxˈeŋte
EMUNGER  ˌemuŋxˈeɾ
EMÉRITO  emˈeɾito
EMÉTICO  emˈetiko
EMÚ  emˈu
EN  ˈen
ENAJENACIÓN  ˌenaxˌenasjˈon
ENAJENADA  ˌenaxenˈaða
ENAJENADAS  ˌenaxenˈaðas
ENAJENADO  ˌenaxenˈaðo
ENAJENADOS  ˌenaxenˈaðos
ENAJENAMIENTO  ˌenaxˌenamjˈeŋto
ENAJENANTE  ˌenaxenˈaŋte
ENAJENAR  ˌenaxenˈaɾ
ENALMAGRAR  ˌenalmaɣɾˈaɾ
ENALTECE  ˌenaltˈese
ENALTECEDOR  ˌenaltˌeseðˈoɾ
ENALTECEMOS  ˌenaltesˈemos
ENALTECER  ˌenaltesˈeɾ
ENALTECEREMOS  ˌenaltˌeseɾˈemos
ENALTECERÁ  ˌenaltˌeseɾˈa
ENALTECERÁS  ˌenaltˌeseɾˈas
ENALTECERÉIS  ˌenaltˌeseɾˈeɪs
ENALTECERÍA  ˌenaltˌeseɾˈia
ENALTECERÍAMOS  ˌenaltˌeseɾˈiamos
ENALTECES  ˌenaltˈeses
ENALTECIDA  ˌenaltesˈiða
ENALTECIDAS  ˌenaltesˈiðas
ENALTECIDO  ˌenaltesˈiðo
ENALTECIDOS  ˌenaltesˈiðos
ENALTECIMIENTO  ˌenaltˌesimjˈeŋto
ENALTECÍAMOS  ˌenaltesˈiamos
ENAMI  enˈami
ENAMORA  ˌenamˈoɾa
ENAMORADA  ˌenamoɾˈaða
ENAMORADAS  ˌenamoɾˈaðas
ENAMORADO  ˌenamoɾˈaðo
ENAMORADOS  ˌenamoɾˈaðos
ENAMORAMIENTO  ˌenamˌoɾamjˈeŋto
ENAMORAN  ˌenamˈoɾan
ENAMORAR  ˌenamoɾˈaɾ
ENAMORARON  ˌenamoɾˈaɾon
ENAMORARSE  ˌenamoɾˈaɾse
ENAMORISCARSE  ˌenamˌoɾiskˈaɾse
ENAMORÓ  ˌenamoɾˈo
ENAMÓRELA  ˌenamˈoɾela
ENANA  enˈana
ENANAS  enˈanas
ENANITO  ˌenanˈito
ENANO  enˈano
ENANOS  enˈanos
ENARBOLADA  ˌenaɾβolˈaða
ENARBOLADAS  ˌenaɾβolˈaðas
ENARBOLADO  ˌenaɾβolˈaðo
ENARBOLADOS  ˌenaɾβolˈaðos
ENARBOLAR  ˌenaɾβolˈaɾ
ENARDECER  ˌenaɾðesˈeɾ
ENARDECIDA  ˌenaɾðesˈiða
ENARDECIDAS  ˌenaɾðesˈiðas
ENARDECIDO  ˌenaɾðesˈiðo
ENARDECIDOS  ˌenaɾðesˈiðos
ENARDECIMIENTO  ˌenaɾðˌesimjˈeŋto
ENARENAR  ˌenaɾenˈaɾ
ENARMÓNICO  ˌenaɾmˈoniko
ENASTADO  ˌenastˈaðo
ENBESTIDA  ˌembestˈiða
ENCABALGAMIENTO  ˌeŋkaβˌalɣamjˈeŋto
ENCABALGAR  ˌeŋkaβalɣˈaɾ
ENCABAR  ˌeŋkaβˈaɾ
ENCABESTRADA  ˌeŋkaβestɾˈaða
ENCABESTRADAS  ˌeŋkaβestɾˈaðas
ENCABESTRADO  ˌeŋkaβestɾˈaðo
ENCABESTRADOS  ˌeŋkaβestɾˈaðos
ENCABESTRAR  ˌeŋkaβestɾˈaɾ
ENCABEZA  ˌeŋkaβˈesa
ENCABEZADA  ˌeŋkaβesˈaða
ENCABEZADAS  ˌeŋkaβesˈaðas
ENCABEZADO  ˌeŋkaβesˈaðo
ENCABEZADOS  ˌeŋkaβesˈaðos
ENCABEZAMIENTO  ˌeŋkaβˌesamjˈeŋto
ENCABEZANDO  ˌeŋkaβesˈando
ENCABEZAR  ˌeŋkaβesˈaɾ
ENCABEZARON  ˌeŋkaβesˈaɾon
ENCABEZÓ  ˌeŋkaβesˈo
ENCABRITAR  ˌeŋkaβɾitˈaɾ
ENCABRONADA  ˌeŋkaβɾonˈaða
ENCABRONADAS  ˌeŋkaβɾonˈaðas
ENCABRONADO  ˌeŋkaβɾonˈaðo
ENCABRONADOS  ˌeŋkaβɾonˈaðos
ENCABRONAR  ˌeŋkaβɾonˈaɾ
ENCACHIMBANDO  ˌeŋkatʃimbˈando
ENCADENA  ˌeŋkaðˈena
ENCADENADA  ˌeŋkaðenˈaða
ENCADENADAS  ˌeŋkaðenˈaðas
ENCADENADO  ˌeŋkaðenˈaðo
ENCADENADOS  ˌeŋkaðenˈaðos
ENCADENAMIENTO  ˌeŋkaðˌenamjˈeŋto
ENCADENAR  ˌeŋkaðenˈaɾ
ENCAJA  eŋkˈaxa
ENCAJADA  ˌeŋkaxˈaða
ENCAJADAS  ˌeŋkaxˈaðas
ENCAJADO  ˌeŋkaxˈaðo
ENCAJADOS  ˌeŋkaxˈaðos
ENCAJADURA  ˌeŋkaxaðˈuɾa
ENCAJAMIENTO  ˌeŋkaxamjˈeŋto
ENCAJAN  eŋkˈaxan
ENCAJANTE  ˌeŋkaxˈaŋte
ENCAJAR  ˌeŋkaxˈaɾ
ENCAJERO  ˌeŋkaxˈeɾo
ENCAJES  eŋkˈaxes
ENCAJONADA  ˌeŋkaxonˈaða
ENCAJONADAS  ˌeŋkaxonˈaðas
ENCAJONADO  ˌeŋkaxonˈaðo
ENCAJONADOS  ˌeŋkaxonˈaðos
ENCAJONAMIENTO  ˌeŋkaxˌonamjˈeŋto
ENCAJONAR  ˌeŋkaxonˈaɾ
ENCALABOZADA  ˌeŋkalˌaβosˈaða
ENCALABOZADAS  ˌeŋkalˌaβosˈaðas
ENCALABOZADO  ˌeŋkalˌaβosˈaðo
ENCALABOZADOS  ˌeŋkalˌaβosˈaðos
ENCALABOZAR  ˌeŋkalˌaβosˈaɾ
ENCALADA  ˌeŋkalˈaða
ENCALADAS  ˌeŋkalˈaðas
ENCALADO  ˌeŋkalˈaðo
ENCALADOS  ˌeŋkalˈaðos
ENCALAMBRARSE  ˌeŋkalambɾˈaɾse
ENCALAR  ˌeŋkalˈaɾ
ENCALLECER  ˌeŋkaʝesˈeɾ
ENCALLECIDA  ˌeŋkaʝesˈiða
ENCALLECIDAS  ˌeŋkaʝesˈiðas
ENCALLECIDO  ˌeŋkaʝesˈiðo
ENCALLECIDOS  ˌeŋkaʝesˈiðos
ENCALLÓ  ˌeŋkaʝˈo
ENCAMADA  ˌeŋkamˈaða
ENCAMADAS  ˌeŋkamˈaðas
ENCAMADO  ˌeŋkamˈaðo
ENCAMADOS  ˌeŋkamˈaðos
ENCAMAMIENTO  ˌeŋkamamjˈeŋto
ENCAMAR  ˌeŋkamˈaɾ
ENCAMINADA  ˌeŋkaminˈaða
ENCAMINADAS  ˌeŋkaminˈaðas
ENCAMINADO  ˌeŋkaminˈaðo
ENCAMINADOS  ˌeŋkaminˈaðos
ENCAMINAMIENTO  ˌeŋkamˌinamjˈeŋto
ENCAMINAMOS  ˌeŋkaminˈamos
ENCAMINAN  ˌeŋkamˈinan
ENCAMINAR  ˌeŋkaminˈaɾ
ENCAMINARLOS  ˌeŋkaminˈaɾlos
ENCAMINARSE  ˌeŋkaminˈaɾse
ENCAMINÉ  ˌeŋkaminˈe
ENCAMINÓ  ˌeŋkaminˈo
ENCAMISADO  ˌeŋkamisˈaðo
ENCANDILADA  ˌeŋkandilˈaða
ENCANDILADAS  ˌeŋkandilˈaðas
ENCANDILADO  ˌeŋkandilˈaðo
ENCANDILADOS  ˌeŋkandilˈaðos
ENCANDILAR  ˌeŋkandilˈaɾ
ENCANECIDA  ˌeŋkanesˈiða
ENCANECIDAS  ˌeŋkanesˈiðas
ENCANECIDOS  ˌeŋkanesˈiðos
ENCANIJAR  ˌeŋkanixˈaɾ
ENCANTA  eŋkˈaŋta
ENCANTADA  ˌeŋkaŋtˈaða
ENCANTADAS  ˌeŋkaŋtˈaðas
ENCANTADO  ˌeŋkaŋtˈaðo
ENCANTADOR  ˌeŋkaŋtaðˈoɾ
ENCANTADORA  ˌeŋkaŋtaðˈoɾa
ENCANTADORAS  ˌeŋkaŋtaðˈoɾas
ENCANTADORES  ˌeŋkaŋtaðˈoɾes
ENCANTADOS  ˌeŋkaŋtˈaðos
ENCANTAMIENTO  ˌeŋkaŋtamjˈeŋto
ENCANTAMOS  ˌeŋkaŋtˈamos
ENCANTAN  eŋkˈaŋtan
ENCANTANDO  ˌeŋkaŋtˈando
ENCANTAR  ˌeŋkaŋtˈaɾ
ENCANTARA  ˌeŋkaŋtˈaɾa
ENCANTARAS  ˌeŋkaŋtˈaɾas
ENCANTAREIS  ˌeŋkaŋtˈaɾeɪs
ENCANTAREMOS  ˌeŋkaŋtaɾˈemos
ENCANTARES  ˌeŋkaŋtˈaɾes
ENCANTARÁ  ˌeŋkaŋtaɾˈa
ENCANTARÁS  ˌeŋkaŋtaɾˈas
ENCANTARÍA  ˌeŋkaŋtaɾˈia
ENCANTARÍAMOS  ˌeŋkaŋtaɾˈiamos
ENCANTARÍAS  ˌeŋkaŋtaɾˈias
ENCANTAS  eŋkˈaŋtas
ENCANTASTE  ˌeŋkaŋtˈaste
ENCANTATORIO  ˌeŋkaŋtatˈoɾjo
ENCANTE  eŋkˈaŋte
ENCANTEMOS  ˌeŋkaŋtˈemos
ENCANTES  eŋkˈaŋtes
ENCANTO  eŋkˈaŋto
ENCANTOS  eŋkˈaŋtos
ENCANTÁRAMOS  ˌeŋkaŋtˈaɾamos
ENCANTÓ  ˌeŋkaŋtˈo
ENCAPERUZAR  ˌeŋkapˌeɾusˈaɾ
ENCAPRICHADA  ˌeŋkapɾitʃˈaða
ENCAPRICHADAS  ˌeŋkapɾitʃˈaðas
ENCAPRICHADO  ˌeŋkapɾitʃˈaðo
ENCAPRICHADOS  ˌeŋkapɾitʃˈaðos
ENCAPRICHAMIENTO  ˌeŋkapɾˌitʃamjˈeŋto
ENCAPRICHARSE  ˌeŋkapɾitʃˈaɾse
ENCAPSULACIÓN  ˌeŋkapsˌulasjˈon
ENCAPSULAMIENTO  ˌeŋkapsˌulamjˈeŋto
ENCAPSULAR  ˌeŋkapsulˈaɾ
ENCAPUCHADO  ˌeŋkaputʃˈaðo
